instance_folder,instance_id,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,estimated_durations,estimated_start_times,obj_pi,time_limit_rescheduling,time_limit_cp_stnu,can_build_stnu,dc
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,0.0001373291015625,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 2, 9, 1, 1, 2, 5, 11, 2, 3, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",26.0,,,,
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,9.393692016601562e-05,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 1, 7, 1, 2, 1, 3, 8, 1, 5, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",26.0,,,,
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,0.00010704994201660156,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 1, 9, 1, 3, 1, 4, 10, 2, 4, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",26.0,,,,
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,9.799003601074219e-05,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 2, 12, 1, 3, 2, 3, 7, 2, 4, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",26.0,,,,
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,0.000102996826171875,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 2, 6, 1, 2, 1, 2, 11, 2, 5, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",26.0,,,,
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,9.775161743164062e-05,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 2, 6, 3, 3, 2, 3, 7, 2, 7, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",26.0,,,,
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,9.489059448242188e-05,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 1, 7, 1, 3, 1, 2, 11, 2, 4, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",26.0,,,,
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,9.298324584960938e-05,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 3, 6, 1, 2, 3, 4, 7, 1, 4, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",26.0,,,,
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,0.00011515617370605469,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 3, 11, 1, 2, 2, 5, 12, 1, 3, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",28.0,,,,
j10,1,1,proactive_quantile_0.9,600.0,True,29.0,0.043015241622924805,9.179115295410156e-05,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 3, 8, 2, 1, 3, 2, 6, 2, 4, 1, 0]",quantile_0.9,"[0, 3, 12, 3, 3, 3, 6, 12, 2, 7, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",26.0,,,,
