instance_folder,instance_id,noise_factor,obj,method,time_limit_rescheduling,time_limit_initial,solver_calls,feasibility,real_durations,estimated_start_times,start_times,time_offline,time_online,mode,estimated_durations,obj_pi
j20,1,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 7, 1, 6, 2, 2, 1, 6, 2, 9, 2, 2, 10, 1, 4, 1, 3, 1, 6, 6, 5, 0]",,,inf,inf,quantile_0.5,"[0, 8, 3, 12, 3, 3, 3, 11, 2, 9, 2, 3, 11, 1, 7, 1, 3, 3, 8, 6, 5, 0]",46.0
j20,1,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 8, 2, 6, 1, 2, 3, 7, 1, 8, 1, 2, 7, 1, 4, 1, 1, 1, 5, 5, 2, 0]",,,inf,inf,quantile_0.5,"[0, 8, 3, 12, 3, 3, 3, 11, 2, 9, 2, 3, 11, 1, 7, 1, 3, 3, 8, 6, 5, 0]",43.0
j20,1,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 6, 1, 6, 2, 2, 3, 6, 1, 6, 2, 3, 8, 1, 4, 1, 1, 3, 5, 5, 5, 0]",,,inf,inf,quantile_0.5,"[0, 8, 3, 12, 3, 3, 3, 11, 2, 9, 2, 3, 11, 1, 7, 1, 3, 3, 8, 6, 5, 0]",42.0
j20,1,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 8, 2, 7, 3, 1, 1, 8, 1, 6, 2, 1, 8, 1, 3, 1, 1, 2, 5, 5, 2, 0]",,,inf,inf,quantile_0.5,"[0, 8, 3, 12, 3, 3, 3, 11, 2, 9, 2, 3, 11, 1, 7, 1, 3, 3, 8, 6, 5, 0]",44.0
j20,1,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 4, 2, 11, 3, 1, 2, 8, 1, 8, 2, 2, 6, 1, 6, 1, 1, 1, 8, 6, 3, 0]",,,inf,inf,quantile_0.5,"[0, 8, 3, 12, 3, 3, 3, 11, 2, 9, 2, 3, 11, 1, 7, 1, 3, 3, 8, 6, 5, 0]",49.0
j20,1,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 4, 1, 8, 1, 2, 3, 10, 2, 6, 1, 3, 10, 1, 7, 1, 1, 1, 5, 6, 3, 0]",,,inf,inf,quantile_0.5,"[0, 8, 3, 12, 3, 3, 3, 11, 2, 9, 2, 3, 11, 1, 7, 1, 3, 3, 8, 6, 5, 0]",50.0
j20,1,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 4, 2, 9, 2, 2, 3, 11, 1, 9, 2, 3, 11, 1, 3, 1, 1, 2, 6, 6, 3, 0]",,,inf,inf,quantile_0.5,"[0, 8, 3, 12, 3, 3, 3, 11, 2, 9, 2, 3, 11, 1, 7, 1, 3, 3, 8, 6, 5, 0]",50.0
j20,3,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 6, 8, 4, 5, 5, 9, 1, 3, 8, 1, 6, 8, 5, 11, 6, 4, 8, 4, 10, 3, 0]",,,inf,inf,quantile_0.5,"[0, 11, 9, 7, 8, 6, 9, 3, 6, 9, 2, 8, 8, 9, 11, 7, 7, 11, 8, 12, 5, 0]",80.0
j20,3,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 7, 5, 7, 6, 2, 7, 1, 3, 6, 1, 6, 8, 9, 6, 7, 4, 10, 5, 6, 4, 0]",,,inf,inf,quantile_0.5,"[0, 11, 9, 7, 8, 6, 9, 3, 6, 9, 2, 8, 8, 9, 11, 7, 7, 11, 8, 12, 5, 0]",71.0
j20,3,1,inf,reactive_quantile_0.5,2,60,1,False,"[0, 11, 9, 5, 4, 2, 6, 2, 2, 6, 2, 5, 5, 9, 10, 6, 3, 9, 4, 9, 3, 0]",,,inf,inf,quantile_0.5,"[0, 11, 9, 7, 8, 6, 9, 3, 6, 9, 2, 8, 8, 9, 11, 7, 7, 11, 8, 12, 5, 0]",77.0
